,source,source_delfy,target,target_delfy
152,"Translate this sentence from eng to afr: He saved me from all my troubles.""",1.2934536371058649e-05,"Hy het my van al my moeilikheid gered!""",9.516593180400192e-06
153,Translate this sentence from eng to afr: A Lansing Lugnuts,9.958516837499766e-06,Lansing LugnutsMens,2.873618714454301e-05
154,Translate this sentence from eng to afr: It's tough and it's become very tough.,6.727451618858411e-06,Is heel stevig en word wat hard.,6.283486888440374e-06
155,"Translate this sentence from eng to afr: When someone hurts you, you learn to be stronger.",9.407248479423386e-06,Dit is wanneer iemand jou seermaak dat jy leer om sterker te word,7.640080194545975e-06
156,Translate this sentence from eng to afr: Front squats with dumbbells: 4 sets of 12 repetitions.,7.062281492732379e-06,Lateral Raise met dumbbells: 4 sets van 12 reps,2.016903458540433e-05
157,"Translate this sentence from eng to afr: They showed that people who consistently drank black or oolong tea for more than 10 years were less likely to lose their bone mineral density over that span of time,"" says Patil.",4.794244785683175e-06,"Dit het getoon dat mense wat vir meer as tien jaar gereeld swart of oolong tee gedrink het, minder geneig was om hulle beenmineraaldigtheid oor daardie tydsduur te verloor,"" sê Patil.",6.929684348580868e-06
158,"Translate this sentence from eng to afr: One of his most famous songs, ""I Walk The Line"" details Johnny Cash's values and lifestyle.",2.5746330923561507e-06,"Een van sy bekendste liedjies, 'I Walk The Line', beskryf Johnny Cash se waardes en lewenstyl.",1.0817406183586357e-05
159,"Translate this sentence from eng to afr: Now the world has changed dramatically, and there is no such realities and laws as before.",6.879805419855202e-06,"Nou het die wêreld dramaties verander, en daar is geen sodanige realiteite en wette as voorheen.",8.911701770538868e-06
160,"Translate this sentence from eng to afr: established in Leith, Edinburgh.",1.9559961291761335e-05,"Buurttuin in Leith, Edinburgh.",2.7228196690294868e-05
161,Translate this sentence from eng to afr: The new iPhone 6 will be announced next week.,3.153884217932564e-06,Die iPhone6 word volgende week bekend gestel.,5.186447675626823e-06
162,"Translate this sentence from eng to afr: The ""Simba""",4.2805343804672e-06,"Kinderset ""Simba""",3.630426225372649e-05
163,Translate this sentence from eng to afr: that he opened the wound.,1.3875118656264473e-05,Hy los die wond oop,7.260881373493902e-06
164,"Translate this sentence from eng to afr: If you are left without discipline, in which all have participated, then you are illegitimate children and not sons"" (Hebrews 12:5-8).",7.311877531780059e-06,"Maar as julle sonder tugtiging is, wat almal deelagtig geword het, dan is julle onegte kinders en nie seuns nie"" (HebreŽrs 12:5-8).",8.250975029046e-06
165,"Translate this sentence from eng to afr: Oh, my God!There's somebody trapped inside!",5.979486508441876e-06,Hier nog iemand die erin is getrapt!,1.0372646358207569e-05
166,Translate this sentence from eng to afr: This comes as rules enacted in Obama's first term are ramping up the average fuel efficiency of passenger cars - from 30.5 to 54.5 miles per gallon between 2013 and 2025 - and boosting the market for electric cars.,6.6371639186705675e-06,"Reëls wat tydens President Obama se eerste kwartaal vasgestel word, verhoog die gemiddelde brandstofdoeltreffendheid van passasiersmotors - van 30.5 tot 54.5 myl per liter tussen 2013 en 2025 - en die mark vir elektriese motors versterk.",7.947666879400353e-06
167,"Translate this sentence from eng to afr: They must do hard labour, like producing their own food, so that taxpayers do not have to cover the living expenses of thousands of heartless criminals who are living carefree in prison.",3.4539662889514526e-06,"""Hulle moet dwangarbeid doen soos om onder meer hul eie kos te produseer sodat die belastingbetaler nie boonop hoef te betaal vir duisende gewetenlose misdadigers se sorgelose verblyf in die gevangenis nie.",7.816907526928895e-06
168,Translate this sentence from eng to afr: He sits in the car and takes off his mask.,8.19671921655487e-06,Sy klim in die kar en ruk haar masker af.,6.39597783541577e-06
169,"Translate this sentence from eng to afr: can't remember the others, and then everybody speaks at least some English,",7.118126551758447e-07,"Hulle kan nie elkeen se taal vlot praat nie, maar almal kan ten minste Engels verstaan.",1.3313350695889478e-06
170,"Translate this sentence from eng to afr: So, the bottom line is that you can have as much sex as you like during stimulation (unless you are at risk of OHSS), but then perhaps hold off after embryo transfer for up to 2 weeks if you want to play it really safe.",1.9589242151348513e-06,"Dus, dit is die belangrikste punt jy kan tydens stimulasie soveel seks hê as wat jy wil (tensy jy die risiko loop vir OHSS), maar hou dit dan moontlik tot 'n maksimum van twee weke na embrio-oordrag as jy regtig veilig wil speel.",5.724328022104335e-06
171,"Translate this sentence from eng to afr: ""Competition has been shown to be useful up to a certain point and no further, but cooperation, which is the thing we must strive for today, begins where competition leaves off."" -- Franklin D. Roosevelt",2.784558354153486e-06,"""Kompetisie is tot op 'n sekere punt bewys en nie meer nie, maar samewerking, wat ons vandag moet streef, begin waar die kompetisie verlaat."" - Franklin D. Roosevelt",9.149776194836719e-06
172,"Translate this sentence from eng to afr: Because of this, many of these Christian schools will have branches of Christian non-profits, such as the Salvation Army or Habitat for Humanity, on campus or affiliated with the school, comjunity make it much easier for students to donate their time.",5.473074669028386e-06,"As gevolg hiervan sal baie van hierdie Christelike skole takke van Christelike niewinsorganisasies hê, soos die Salvation Army of Habitat for Humanity, op die kampus of verbonde aan die skool, wat dit baie makliker maak vir studente om hul tyd te skenk.",6.855580430928868e-06
173,Translate this sentence from eng to afr: And you've got the fuel pump itself.,9.108414047267465e-06,Jy gooi self jou brandstof in.,1.405682552946875e-05
174,"Translate this sentence from eng to afr: Ask people to name the world's largest river, and most will probably guess that it's the Amazon, the Nile, or",2.763468960052145e-06,"Vra mense om die wêreld se grootste rivier te noem, en die meeste sal waarskynlik raai dat dit die Amasone is, ...",1.464881192027712e-05
175,Translate this sentence from eng to afr: We are not talking about esthetics.,7.675173285710698e-06,Hier praat ons nie oor estetika nie.,1.037264638314865e-05
176,"Translate this sentence from eng to afr: In a nutshell, therefore, Shopify is considered a powerful all-terrain creator of e-commerce websites (which includes an e-commerce hosting solution), while Ecwid addresses website owners who simply want sales features Complementary online on their sites.",4.245342308326092e-06,"In 'n neutedop Shopify word beskou as 'n kragtige allround e-handel webwerfbouer (wat 'n oplossing vir e-handel hosting), terwyl Ecwid is gemik op eienaars van webwerwe wat eenvoudig aanvullende aanlynverkope op hul webwerwe wil hê.",8.927959818551118e-06
177,"Translate this sentence from eng to afr: If it were not the case, these opposites friends would not have had.",1.926240327287129e-06,"As dit nie die geval is, sou hierdie teenoorgesteldes vriende nie gehad het nie.",1.139010713970021e-05
178,"Translate this sentence from eng to afr: If a successful trial occurs, it will be followed by in-depth studies and regulations.",4.8861128398969395e-06,"As 'n suksesvolle verhoor plaasvind, sal dit gevolg word deur diepgaande studies en regulasies.",3.472828542116687e-06
179,Translate this sentence from eng to afr: Pryor is one of a number of behaviorists who have shown us new ways to shape dog behaviors.,5.626559478872676e-06,Pryor is een van 'n aantal gedragsmense wat ons nuwe maniere getoon het om hondgedrag te vorm.,6.550783325116542e-06
180,Translate this sentence from eng to afr: Yeah all codes generated with only one click...Please be certain that you havenet Framework 4.5 installed and web access..,4.136450290314746e-06,Ja al die sleutels gegenereer met net een click.Please verseker dat jy NET Framework 4.5 geïnstalleer en toegang tot die internet..,5.596441628210422e-06
181,Translate this sentence from eng to afr: I think I'll turn it over to Simon.,2.6459612880635426e-06,Ek haal dit op Simon uit.,1.5661866632682238e-05
182,Translate this sentence from eng to afr: the opium crop in Afghanistan.,1.4719564355381862e-05,Opium poppies in Afghanistan.,2.3444159135703128e-05
183,Translate this sentence from eng to afr: This article examines why it's important to be involved in the,2.2698215423830332e-06,Die boodskap het gefokus op waarom dit belangrik is om deel te wees as,3.847619113544792e-05
184,"Translate this sentence from eng to afr: While micro-enterprises - companies with a turnover of R10m or less - will be exempt and immediately qualify for level 4, small companies with a turnover of between R10m and R50m will encounter more challenges, unless they are 100% black-owned.",9.401556481701397e-06,"Terwyl mikro-ondernemings - maatskappye met 'n omset van R10 miljoen of minder - vrygestel sal word en onmiddellik sal kwalifiseer vir vlak 4, sal klein ondernemings met 'n omset van tussen R10 miljoen en R50 miljoen erg benadeel word tensy hulle 100% in swart besit is.",8.570247709193878e-06
185,"Translate this sentence from eng to afr: Likewise, a man who is in the field must not come back home.",8.531423839033956e-07,"Net so moet ook die man wat op die land is, nie omdraai huis toe nie.",1.0965145663483216e-05
186,Translate this sentence from eng to afr: Wouldn't the world be a happier place?,1.625441442082783e-05,En sal die wêreld nie dan 'n gelukkiger plek wees nie?,1.673494979370426e-05
187,Translate this sentence from eng to afr: Durak is a Russian card game that is popular in post-Soviet states.,4.85041248698993e-06,Durak is 'n Russiese kaartspel wat gewild is in die post-Sowjet-state.,1.9089048090077662e-05
188,"Translate this sentence from eng to afr: It's a tragedy that a match between the Springboks and All Blacks has to be moved to Albany because the crowd would not be big enough to fill Eden Park.""",5.939517257027373e-06,"Dat 'n wedstryd tussen die Springbokke en All Blacks Albany toe geskuif moet word omdat die skare nie groot genoeg sal wees om Edenpark vol te maak nie, is 'n tragedie.""",1.581965614652849e-05
189,Translate this sentence from eng to afr: She was the Hollywood's blonde bombshells.,8.10727454699739e-06,was Hollywood Blonde.,3.848443076097629e-06
190,Translate this sentence from eng to afr: The Snippers,4.2805343804672e-06,Die snippers,1.8152131126863245e-05
191,"Translate this sentence from eng to afr: Conservation Levy @ R150 per adult per day, R75 per child per day from ages 2 - 12 years old, Free under 2 years old",4.071279866814058e-06,"- Conservation Levy @R150 per volwassene per dag, R75 per kind van 2 - 12 jaar oud, gratis onder 2 jaar.",7.363547054014889e-06
192,"Translate this sentence from eng to afr: First of all, I would recommend that you",8.141496695093226e-06,Ek sal aanbeveel dat jy,3.5227616911662455e-06
193,Translate this sentence from eng to afr: Click on the purchase of the 2020 Application document.,1.3944372281770956e-05,Klik op Aankoop van 2020 toepassingsdocument,6.110070646209762e-06
194,Translate this sentence from eng to afr: I just went back to drinking tea.,6.401658163499059e-06,Ek het maar gaan verder tee drink.,4.993476489441032e-06
195,Translate this sentence from eng to afr: Anything you'd like to expand on?,1.2426836589647657e-05,Iets waarop jy kan uitbrei?,3.733423208895015e-07
