,source,source_delfy,target,target_delfy
132,"Translate this sentence from eng to fil: As Premier Google Partners, we are able to offer you this Google Ads Promo Code of up to $150, along with the assurance that the entire process is 100% safe and secure.",5.888423753942411e-06,"Bilang Premier Google Partners, nag-aalok kami sa iyo ng Google Ads Promo Code na ito ng hanggang sa $ 150, kasama ang katiyakan na ang buong proseso ay 100% ligtas at ligtas.",8.858489793180617e-06
133,"Translate this sentence from eng to fil: People are having fun, going on vacation, getting married, while you're simply being you.",9.338226855633865e-08,"Ang mga tao ay nagsasaya, nagbabakasyon, nagpakasal, habang ikaw ay ikaw lamang.",7.336194781870007e-06
134,Translate this sentence from eng to fil: he begged for a rosary.,8.908276824506357e-06,Nagdadasal [siya] ng rosary.,1.348828070311896e-05
135,Translate this sentence from eng to fil: his parents after the services.,4.5445252364500685e-05,ng kanilang mga magulang pagkatapos ng misa.,4.877661733396869e-06
136,"Translate this sentence from eng to fil: It was so simple to make, and ready in less than 30 mins.",2.251128473061994e-06,Napakadali nitong gawin at handa nang mas mababa sa 30 min,4.0861336613803624e-06
137,"Translate this sentence from eng to fil: ""Father-daughter dance 1993.",1.264639061011799e-05,Ang Kuya Kong Siga 1993 Dansk,1.2900293501815767e-05
138,Translate this sentence from eng to fil: I am inspired by you and many others.,8.271083740201198e-06,Inspirasyon kita at sa marami.,1.173996906468981e-06
139,Translate this sentence from eng to fil: What is the start of the Catholic liturgical year?,7.22664454914147e-06,Ano nga ba ang Catholic Liturgical year?,7.004734302087046e-06
140,"Translate this sentence from eng to fil: So much of the disconnection we see in our world, so much of the division and anger that exist between human beings, could be alleviated by a more conscious attempt -- by all of us -- to be more empathetic.",4.7670798129937455e-06,"Kaya marami sa pag-disconnect na nakikita natin sa ating mundo, kaya ng dibisyon at galit na umiiral sa pagitan ng mga tao, ay maaaring mapawi sa pamamagitan ng isang mas nakakamalay na pagtatangka - sa pamamagitan ng lahat ng sa amin - upang maging mas empathetic.",9.224859609220604e-06
141,Translate this sentence from eng to fil: Clean up with Nail Polish remover and start over!,6.67943775572841e-06,Linisin ang may kuko polish remover at simulan ang lahat ng higit sa!,6.920735519500864e-06
142,"Translate this sentence from eng to fil: When God will take it from you,",1.9196624262684203e-05,"kapag pungusin ka ng Diyos,",6.816242913992847e-06
143,"Translate this sentence from eng to fil: More than 11,000 plant and animal species face a high risk of extinction.",4.064490295842439e-06,"Nagbabala ang Red List na mahigit sa 11,000 uri ng mga halaman at hayop ang napapaharap sa malaking panganib na malipol.",1.053414589230311e-05
144,Translate this sentence from eng to fil: Brief Summary: The Book of Joshua continues the story of the Israelites after the exodus from Egypt.,5.214422516470113e-06,Maiksing pagbubuod: Ipinagpatuloy ng Aklat ni Josue ang kasaysayan ng mga Isrelita pagkatapos ng kanilang paglabas sa Ehipto.,7.400231041489146e-06
145,Translate this sentence from eng to fil: All the sayings and the acts of Christ in the above description,6.809971260171901e-06,Ang lahat ng mga kasabihan at ang mga kilos ni Cristo sa paglalarawan sa itaas,4.582705164180974e-05
146,Translate this sentence from eng to fil: I didn't ask for rain,2.0445781465243537e-05,Hindi ko hiningi ang pag-ulan,2.044872874197854e-05
147,Translate this sentence from eng to fil: People like you remind me I'm not alone.,7.463137453399221e-07,Ikaw na hindi nagsasawang paalalahanan ako na hindi ako nag-iisa.,4.342432137104623e-06
148,Translate this sentence from eng to fil: Man's nature did not change,2.028194254174501e-06,Hindi nagluwat nagbago ang ugali ng lalaki,4.885165978796957e-06
149,"Translate this sentence from eng to fil: There is a personal force of temptation and evil, but there is still only one God and",2.6393372090664303e-06,"personal na puwersa ng mga tukso at kasalanan, ngunit mayroon pa rin ang isa lamang Diyos at",3.503366854816226e-06
150,"Translate this sentence from eng to fil: ""I've prepared my solo.",9.460532942370786e-06,At inihanda ko ang aking solo.,1.1546534638070377e-05
151,Translate this sentence from eng to fil: There's a forgotten network,2.8545825035166252e-05,Kalimutan ang isang network,3.235640430090485e-07
152,"Translate this sentence from eng to fil: Thermostat is albeit a small but very important element that regulates the amount of antifreeze; Provides a ""comfortable"" temperature mode throughout the system.",6.915996064122236e-06,"Ang termostat ay isang maliit ngunit napakahalagang elemento na nag-uugnay sa dami ng antipris; Nagbibigay ng ""komportableng"" temperatura mode sa buong sistema.",7.043459179261286e-06
153,Translate this sentence from eng to fil: They ate silently for a minute.,9.739312955117707e-06,Kumain sila ng tahimik sa unang isang minuto.,1.6378847438914393e-06
154,"Translate this sentence from eng to fil: Take all the years, whenever I'm falling down again",2.925132224706812e-06,"Lumuha ka,Sa tuwing akoy muling papalapit",1.201704771882944e-05
155,"Translate this sentence from eng to fil: During the last part of his life he travelled extensively to Israel, Japan, India, Africa, and especially back to his native country of Germany.",5.269974665771572e-06,"Habang ang huling bahagi ng kanyang buhay siya manlalakbay nang husto sa Israel, Japan, India, Africa, lalo na at bumalik sa kanyang katutubong bansa ng Alemanya.",9.164040258661006e-06
156,Translate this sentence from eng to fil: I suspect that is what happened to Moses after he spoke with God.,3.749592279755646e-06,Sa palagay ko nangyari iyon sa kanya katulad ng nangyari iyon kay Moses pagkatapos na makita niya ang Diyos.,3.5829667285915477e-06
157,"Translate this sentence from eng to fil: So, you cannot afford to allow the owner of the phone to access it while you are setting up the software.",9.366288390743748e-06,"Kaya, hindi mo kayang payagan ang may-ari ng telepono na ma-access ito habang inaayos mo ang software.",6.103500369564596e-06
158,Translate this sentence from eng to fil: Take a moment to think about the people in your life.,7.287005090680753e-08,Maglaan ng sandali upang isipin ang tungkol sa mga tao sa buhay mo.,2.5913059469461704e-05
159,"Translate this sentence from eng to fil: Do you want to experience God's goodness, forgiveness, and healing?",4.20793102278808e-06,"""O hinahamak mo ang Diyos, sapagkat Siya'y napakabuti, mapagpigil at mapagpaumanhin?",1.2393168934532461e-05
160,Translate this sentence from eng to fil: I fucked up my college years because all what he said.,3.7899648677368325e-06,"Bumilib ako sa kaklase ko, lahat nagawa niya.",1.1012332711071642e-05
161,Translate this sentence from eng to fil: Use buildings and other objects to hide from enemy fire.,1.4211089231537905e-05,Gumamit ng mga constructions at iba pang mga bagay upang itago mula sa sunog ng kaaway.,6.9146110043716335e-06
162,Translate this sentence from eng to fil: Reviews prove that ACE should be able to help a lot of people.,4.6387292928896905e-06,Ang mga review ay nagpapakita na ang ACE ay dapat makatulong sa maraming tao.,2.0888890564234347e-05
163,Translate this sentence from eng to fil: The state has also experienced,2.049844735017201e-05,din ang naranasan ng bansa kabilang,8.979609671097484e-07
164,"Translate this sentence from eng to fil: ""Can I ask...are you happy?",4.393901412232388e-06,"""Puwede rin naman kitang bayaran... Masaya ka ba?",7.000215267350881e-06
165,Translate this sentence from eng to fil: So why is he being compared to the greatest baseball player of all time?,6.5033033740962515e-06,"Pero bago yan, Bakit nga ba sya ay nabansagang greatest filipino footballer of all time?",7.193749871004292e-06
166,Translate this sentence from eng to fil: We know that they rejected it.,8.223024780393199e-06,Alam namin natin na itinatakwil ito ng ating mga kababayan.,7.382503111814957e-06
167,Translate this sentence from eng to fil: Sometimes it's breathing.,1.4270786660487074e-05,"At times, breathtaking.",1.1453949116933965e-05
168,"Translate this sentence from eng to fil: ""What is my spiritual nature?""",2.5706632801736247e-05,"""Ano ang katangian ng aking espiritu?""",2.132189559916059e-07
169,Translate this sentence from eng to fil: generated by a regular grammar is called regular language.,6.72770106885566e-06,Ang wika na tinukoy sa pamamagitan ng regular grammar ay kilala bilang regular na wika .,7.65506121879742e-06
170,Translate this sentence from eng to fil: I'm saying that Google was better than Yahoo.,1.8182867159259904e-06,Kumbaga mas kumpleto ang Google kaysa sa Yahoo.,7.4791937576986595e-06
171,"Translate this sentence from eng to fil: This time of year, most fridges are stocked up with food and drinks to share with family and...",4.8813931987173485e-06,"Sa oras na ito ng taon, karamihan sa mga fridges ay naimbak ng pagkain at inumin upang maibahagi sa pamilya at...",1.5722495860099115e-05
172,Translate this sentence from eng to fil: The 2016 theme for World Water Week is water for sustainable growth.,8.695739517544787e-06,Ang tema ng 2016 World Water Week ay sustenableng pag-unlad.,3.839314116249367e-06
173,"Translate this sentence from eng to fil: ""We're standing united in this fight.",9.846484109096926e-06,"""Tayo ay magkaisa sa laban na ito.",3.4381972593836904e-05
174,Translate this sentence from eng to fil: Nationalism is love of one's country.,3.942478564115152e-06, Ang nasyonalismo ay ang pagmamahal sa bansa.,2.4780677288550835e-05
175,Translate this sentence from eng to fil: I bought these skates for my 7-year-old daughter.,5.849390979228123e-06,Binili ko ang Mga Laruang Pop-it Fidget na ito para sa aking 7 taong gulang na anak na babae.,7.214431603001029e-06
176,Translate this sentence from eng to fil: Such temporary assignment shall not exceed six months without the consent of the judge concerned.,6.540823508189644e-06,Ang gayong pansamantalang pagtatalaga ay hindi dapat lumampas sa anim na buwan nang walang pagsang-ayon ang kinauukulang hukom.,6.804970997719168e-06
177,Translate this sentence from eng to fil: I can't charge while using the OTG.,1.1821019491870975e-05,"Di ko maload, gamit ko uc..",1.1360404856654745e-05
178,Translate this sentence from eng to fil: It is scalable and it has many control options that help the user.,9.485577415180727e-06,Ito ay scalable at ito ay may maraming mga pagpipilian control na tumutulong sa mga gumagamit.,2.044441381524148e-05
179,Translate this sentence from eng to fil: Opera's speed and efficiency are among our top priorities.,1.0243209079911316e-05,Ang bilis at performance ng Opera ay kasama sa aming mga nangungunang prayoridad.,9.093933482255511e-06
180,Translate this sentence from eng to fil: Data dictionary stipulates a means of documentation for the comprehensive database system in one area.,7.080843707105435e-06,Data diksyunaryo ay nagbibigay ng isang paraan ng dokumentasyon para sa kumpletong sistema ng database sa isang lugar.,1.350657796674943e-05
181,Translate this sentence from eng to fil: The nation needs to be healed.,3.184449567470231e-05,"""Ang bansa ay kailangang gumaling.",1.3632486041275531e-05
182,Translate this sentence from eng to fil: The car rental company must authorise the repair or replacement of the vehicle.,8.850674325167016e-06,Ang car hire company ay kinakailangang magbigay ng awtoridad para sa pagkumpuni o pagpapalit ng sasakyan.,4.467246468484462e-06
183,"Translate this sentence from eng to fil: ""Socialist"" competition begins in the school.",2.104104083047333e-05,"Nagsisimula diumano ang ""indoktrinasyon"" sa paaralan.",8.992187275577456e-06
184,"Translate this sentence from eng to fil: ""Here's some chatter about it.",4.132495205789191e-06,"""Siguro isang caucus tungkol d'yan.",6.8359459283171255e-06
185,Translate this sentence from eng to fil: clothing that nods to the overall,2.372919950929498e-05,Dress Making General,1.7510259292486587e-05
186,Translate this sentence from eng to fil: The one manner that a woman can ever know the way you're feeling is if you tell her.,5.846034043176335e-07,Ang tanging paraan na malalaman ng isang batang babae ang nararamdaman mo ay kung sasabihin mo sa kanya.,2.752507364452281e-05
